t,phi,mean_pi,var_pi,skew_pi,total_K,avg_D,n_defaulted,P,run_id
0.01,0.0,-0.009002912230958442,0.001062173297983562,0.1940878211132871,1153.3875828854307,8.596605017559414,0,1.0002640924046935,003
0.10999999999999999,0.0,-0.005456321638369573,0.0010467275222792833,0.1967382123791175,1155.1409491227485,7.9387062607025936,0,1.0028270487998447,003
0.21000000000000005,0.0,-0.0020004335224086227,0.0010319517315259118,0.19929258757216287,1156.9267440547326,7.284073513522543,0,1.0052499856224648,003
0.3100000000000001,0.08,0.004414411240619697,0.000982351562976027,0.08115356237061858,1000.7348353602961,7.248372632696,4,1.0075067267440723,003
0.4100000000000002,0.08,0.007655027690551628,0.0009669362668714069,0.08493494087235405,1002.3699670858402,6.6451327234235,4,1.0095457334631917,003
0.5100000000000002,0.1,0.010991100546305168,0.0009718384423863294,0.07066134124030579,973.6702665616425,6.182650063519202,5,1.0114528671296872,003
0.6100000000000003,0.18,0.015747558107676907,0.0009651961957273039,0.021343918313308077,865.4593880150259,6.18091298759547,9,1.0131924199307984,003
0.7100000000000004,0.22,0.019057762137936283,0.0009889725817001458,-0.002951825167729799,780.9120166486092,5.928405607670464,11,1.0147788415134678,003
0.8100000000000005,0.24,0.022886904259840204,0.0009654215557874417,-0.05322396970565087,765.0229117421878,5.5231662354439575,12,1.0162116841135902,003
0.9100000000000006,0.3,0.026306491999371663,0.0009209070608020004,0.04784715072746494,712.9967041005576,5.41440225913416,15,1.0175346019983196,003
1.0100000000000007,0.36,0.02948200329136387,0.0009136410555439045,0.004106097447344848,637.4926765725867,5.352536845116013,18,1.0186567420323727,003
1.1100000000000008,0.4,0.03165267419180992,0.0009454814886468246,0.0457206143357357,595.0443623373193,5.117312000271964,20,1.0197043460709496,003
1.2100000000000009,0.44,0.0362722055609299,0.0008936783722874965,0.0555313824705163,527.4464522290657,4.909239486586114,22,1.0206513517308067,003
1.310000000000001,0.46,0.03847070396512547,0.0009136813599030485,0.08561402760086276,500.7560042631133,4.53335652390185,23,1.0214445524776992,003
1.410000000000001,0.52,0.04297962413753953,0.0009024928724144877,-0.003034697224206258,437.3209759216254,4.520815343615289,26,1.0220983051136436,003
1.5100000000000011,0.56,0.04703025027122756,0.0009361669512137487,-0.15461475959465096,386.40002848938605,4.399015776926846,28,1.022531481440589,003
1.6100000000000012,0.62,0.054845357059038695,0.0008026598725063074,-0.3447040666500224,321.36804748873976,4.550605091198321,31,1.0227272114751211,003
1.7100000000000013,0.66,0.06305448427052047,0.0005339096659422245,-0.12936895007801413,290.87762339183683,4.574701611673245,33,1.0226534716065,003
1.8100000000000014,0.7,0.06816973263661394,0.00045389123208207247,0.02209742942726165,266.1694210419006,4.668560871732213,35,1.0223376774677329,003
1.9100000000000015,0.7,0.07013357281619871,0.0004473068075733526,0.03291636473781298,266.7408802100865,4.213645324208833,35,1.0218620001692895,003
2.010000000000001,0.74,0.07119196125849156,0.0004982295871199901,0.16310492357590642,225.31445420551177,4.366081382316041,37,1.0213297191665438,003
2.109999999999999,0.76,0.07262036706397816,0.0005290110556176077,0.2373940763463346,200.99984621001863,4.271992251324781,38,1.0207386639626164,003
2.209999999999997,0.8,0.07346914778993367,0.000525535710218283,0.3145958059456359,143.3457867806199,4.633691103523914,40,1.0201311848069177,003
2.3099999999999947,0.82,0.07211058647729202,0.0004711145432213795,0.6442450033776246,127.36495339136007,4.762634516925735,41,1.019571450345471,003
