t,phi,mean_pi,var_pi,skew_pi,total_K,avg_D,n_defaulted,P,run_id
1.7100000000000013,0.56,0.042275613710031884,0.0006223220967962289,-0.20308813779944068,412.70889207395413,4.7818320907619,28,1.0227018652359712,001
1.8100000000000014,0.6,0.04441969416051021,0.0006698855229899778,-0.17798741530643705,358.17202889919184,4.744526939088866,30,1.0231046685743976,001
1.9100000000000015,0.64,0.04432215057510375,0.0006726405454323545,0.017788236434096272,306.986070752876,4.745604430644891,32,1.0234344085254439,001
2.010000000000001,0.68,0.04942377225676299,0.0006696403486610357,-0.22718143475934605,274.79663943764035,4.868586558038384,34,1.0236393019280743,001
2.109999999999999,0.72,0.05243293923252307,0.0006957016501517905,-0.2982088130192444,230.07578914920816,5.070213586319103,36,1.0237515925952192,001
2.209999999999997,0.72,0.0546374539358729,0.000685301071051081,-0.30956035997359654,230.60184976620502,4.590433130049716,36,1.0237777257006138,001
2.3099999999999947,0.76,0.052278868572196206,0.0005944752903361011,-0.40190096692793836,180.4853992299654,4.848784037854403,38,1.0237814729723687,001
2.4099999999999926,0.76,0.054529518388531595,0.0005887197272035082,-0.41082858402700206,180.89385018526627,4.441297392170859,38,1.0238086508277024,001
2.5099999999999905,0.76,0.056730545487954025,0.0005832411119818087,-0.41947340686065715,181.30648629955968,4.0350284781881705,38,1.0237388952246664,001
2.6099999999999883,0.78,0.06308186289553393,0.0004190417619993703,-0.27742167494973813,150.45492364244765,3.9773271019194882,39,1.0235591777793007,001
2.709999999999986,0.8,0.06740813866143977,0.0003992378088893668,-0.5667761306333342,117.43727785800192,4.04592378730492,40,1.02314028527353,001
2.809999999999984,0.8,0.06942872501455176,0.0003937688204478719,-0.5729192668953229,117.7252600507992,3.777181605765432,40,1.0226129561748736,001
2.909999999999982,0.8,0.07140662566627654,0.00038853430873638233,-0.5787104538926388,118.01583838867852,3.5093607017397574,40,1.0219986418180917,001
3.00999999999998,0.8,0.07334293882345602,0.00038352589231299466,-0.584145748874824,118.30898467005888,3.24244816893208,40,1.0212990988050714,001
3.1099999999999777,0.82,0.07372869736709804,0.0003986368912706311,-0.3890449216781022,104.89178388373989,3.319557794348835,41,1.020536456258192,001
3.2099999999999755,0.82,0.07560690447094254,0.0003957569913399991,-0.3971773560961075,105.1542449078452,3.04835369161523,41,1.0197117689454198,001
3.3099999999999734,0.82,0.07744560088932881,0.0003930611522488237,-0.4050702419618178,105.41892031565101,2.777902200341313,41,1.0188061122160763,001
3.4099999999999713,0.84,0.08188936212836737,0.0003764642040528911,-0.8158446451953997,92.47024562850203,2.829888962852836,42,1.0178107308986684,001
3.509999999999969,0.84,0.08364035546179263,0.0003732453581162968,-0.8261722109714295,92.70816171327549,2.5823642252747367,42,1.016645028083097,001
3.609999999999967,0.86,0.08390091977323341,0.0004056674136625223,-0.608054089762203,72.94590729579313,2.691549865508544,43,1.01546319652098,001
3.709999999999965,0.88,0.09059758067197095,0.0002931163803052506,-1.229861510651411,61.50778456181323,2.8821321130594164,44,1.0141995113102502,001
3.8099999999999627,0.88,0.09223736340016764,0.0002877759253525826,-1.24170496321196,61.670544965876864,2.670076926456893,44,1.012756819923045,001
3.9099999999999606,0.9,0.09006141471751745,0.0002531454013318907,-1.3481188263163273,50.76180415400142,2.9638676503703394,45,1.0112693765499798,001
4.009999999999959,0.9,0.09173985425899371,0.0002504956697808588,-1.336308238323953,50.896050546667965,2.766389249861949,45,1.0098091957153341,001
4.109999999999957,0.92,0.09450347194264193,0.00030370910009131825,-1.7435831239143036,45.75246388992976,3.2230350135593624,46,1.0082966450357995,001
4.209999999999955,0.92,0.09609151182829606,0.0003009862550249958,-1.7190034851496503,45.874945737248595,2.998753722445975,46,1.006733043046412,001
4.3099999999999525,0.92,0.09764826051153955,0.00029836820133177506,-1.6934582700744356,45.99830643090728,2.775061873575527,46,1.00510402878938,001
4.40999999999995,0.92,0.09917443654745965,0.0002958510275241066,-1.6669807187539385,46.12253830823686,2.5519546120864183,46,1.0034110365152769,001
4.509999999999948,0.92,0.10067073646016304,0.0002934310002768736,-1.6396044288345908,46.24763393086057,2.3294273936619017,46,1.0016554786016878,001
4.609999999999946,0.94,0.10029796482265511,0.00037458964268230845,-1.3996265843792537,34.1554284900328,2.8288826627979975,47,0.9998431755877308,001
4.709999999999944,0.94,0.1018111221739096,0.0003725961208262332,-1.3775688386614786,34.24859933371711,2.6182640196541977,47,0.9979884441766593,001
4.809999999999942,0.94,0.10329480757034464,0.00037066156376598186,-1.3549202793170922,34.34240729486869,2.407969189703277,47,0.9960746932160743,001
4.90999999999994,0.94,0.10474966876539173,0.00036878441465573616,-1.3316930760053025,34.43684714049487,2.1979966928251304,47,0.9941032603717922,001
5.009999999999938,0.94,0.10617633459975427,0.0003669632068916731,-1.3078994193458862,34.531913792604115,1.9883453220229634,47,0.9920754627068982,001
5.1099999999999355,0.94,0.10757541566697143,0.0003651965596972787,-1.2835515169151406,34.62760232472968,1.7790141236198693,47,0.9899925969568857,001
5.209999999999933,0.94,0.10894750495030975,0.00036348317394517543,-1.2586615906733065,34.72390795844319,1.570002378439031,47,0.9878559398014174,001
5.309999999999931,0.94,0.11029317843245816,0.0003618218282020876,-1.2332418757035333,34.82082605986858,1.361309583925313,47,0.9856667481327458,001
5.409999999999929,0.94,0.11161299567941274,0.000360211374984426,-1.2073046201452697,34.91835213620585,1.152935437167685,47,0.9834262593208317,001
5.509999999999927,0.98,0.13205847339643598,0.0,,11.166820211838024,3.044449918434683,49,0.9810249842149413,001
